index,rmse,feature
4380,0.6328686428329534,ff2c9aa8f
4054,0.6328712570044239,0809c8241
5387,0.6328714776602582,lstm_AE_col79_1
3412,0.6328724325292588,06f44eb79
2163,0.6328735300981474,a7bbfdace
3248,0.6328749066037695,82e01a220
5072,0.6328755314252128,lstm_AE_col16_1
305,0.6328757452248256,5661462ee
3539,0.6328773066070945,dfde54714
2374,0.6328782704216203,e5a8e9154
1188,0.6328792475727373,e585cbf20
3376,0.6328795355919604,59cafde1f
687,0.6328811499421823,ec827621a
2855,0.6328819421845209,be90775f4
3091,0.6328839357714806,6b795a2bc
4701,0.6328839624357835,692c44993
1378,0.6328854464045257,3adf5e2b5
4566,0.632885509700469,e6efe84eb
4744,0.6328856083533273,09bf8b0cf
5016,0.6328859435280877,lstm_AE_col5_0
1812,0.6328865641283481,438d61d86
4336,0.6328883862063044,4d6a1439e
4228,0.6328884920412662,df28ac53d
3386,0.6328898960722487,d3b9b9a70
2664,0.6328900953222728,9e4765450
4373,0.6328904625277211,da52febdb
1120,0.6328922045446659,bf45d326d
3183,0.6328922295814812,ba4ceabc5
3502,0.6328926932422243,45293f374
1575,0.632898321727866,157c8b45f
2209,0.6328999456426455,3cae817df
5241,0.6329008080430807,lstm_AE_col50_0
1345,0.6329035539848901,e3d64fcd7
3407,0.6329041364679197,befe0f9c4
5504,0.632907499819393,lstm_AE_col102_3
4105,0.6329094369644778,6c27de664
1924,0.6329121651172867,31015eaab
87,0.6329128931592419,3e0e55648
2007,0.6329133319273346,9666bfe76
3969,0.6329139130976049,181e91b1c
3262,0.6329140282259957,7e58426a4
4877,0.6329148615219463,ed5af35f0
5265,0.632915223647791,lstm_AE_col54_4
2868,0.6329164048317373,0700acbe1
4073,0.6329183906536769,d5d4f936e
2779,0.6329225442069804,ad064d609
1538,0.6329235181914991,4de164057
4873,0.632923710046198,56ec098a1
220,0.6329245067104694,186b87c05
41,0.6329257026399372,5d5c5ce6d
10,0.6329260556940018,11d86fa6a
1810,0.6329284497577486,7961b255d
4468,0.632928836471497,e438105db
2926,0.6329290843316754,d5efae759
1829,0.6329291255602335,39e1796ab
5139,0.6329305049841039,lstm_AE_col29_3
4838,0.6329308352722043,4d1f9e4d7
3857,0.6329310419436718,74507e97f
116,0.6329324796778071,0a69cc2be
229,0.6329356845646039,0c4bf4863
4688,0.6329357734625772,b6623bacf
4152,0.6329360021258399,e17f1f07c
5070,0.6329361371755018,lstm_AE_col15_4
2859,0.6329370466072125,d7cdd8aef
2842,0.6329373306986801,50b2ed3a8
3931,0.6329375560549316,6f0248fcb
1960,0.6329380588732048,7f78a36f7
1551,0.6329394125093519,2fff1237e
3556,0.6329401925060012,5b465f819
702,0.6329410071849115,2a3763e18
4685,0.6329410620777869,1a82869a6
4551,0.6329420597942715,ae141696e
2669,0.632942618293405,15e4e8ee5
1940,0.6329426432286219,ea4887e6b
1883,0.6329439707854169,c18cc7d3d
3339,0.6329444525728187,48130b04b
4183,0.6329448519606322,e92c373a6
938,0.6329451047836239,44df9c106
4679,0.6329459007719,320931ca8
1653,0.6329465611796262,c6850e7db
3278,0.6329480791194886,b5c4708ad
1094,0.6329495498931035,ed9e99c25
4302,0.6329497012502857,026ca57fd
2876,0.632950564153753,e9be18e4b
4110,0.6329523004015107,a68b83290
3745,0.6329525652401302,2747680a8
3395,0.6329527220432953,74fa547c6
4553,0.6329528254923995,4377d117c
4393,0.6329528345507605,0b2db6e56
3552,0.6329535677311645,86ac4926a
2428,0.6329540707382999,b9a4f06cd
5550,0.6329544341409936,lstm_AE_col111_4
2858,0.6329545400276402,76d34bbee
3174,0.6329554435195186,e0df7616e
3046,0.6329558479263095,f8a3bb673
2083,0.6329560780066181,faf7285a1
2217,0.6329563054759838,d5de50af2
248,0.6329563085021312,c38ca8ae3
4237,0.6329577779937638,480611708
4086,0.6329584063799198,b6e38a517
1326,0.6329587402048894,0f6386200
2084,0.6329603499887866,73e591019
3150,0.6329613162450726,18c0b76e9
2331,0.6329618372364799,6ff9b1760
582,0.6329619556695198,1529e64f6
3744,0.6329622175833195,97d5c39cf
3714,0.6329627558748421,71d64e3f7
1949,0.6329639395731258,9f2f1099b
3172,0.6329645841014407,1904ce2ac
3019,0.6329663817469371,e7150f2ca
258,0.6329665021825849,63be1f619
197,0.6329690893693728,c035b5d2d
4221,0.6329692217936178,10f17bd3e
3591,0.6329696651656225,5f9879270
698,0.6329709113434346,906d4316d
1644,0.6329712366550484,197cb48af
519,0.6329712490578555,1791b43b0
3680,0.6329713334456325,246488579
1341,0.6329722426700843,abace6b29
3139,0.6329725818611838,4d294d2cf
1681,0.6329726706731595,3c27b0b28
2333,0.6329748312186516,882a3da34
967,0.6329749557704041,a3ef40228
2735,0.6329767886987601,657dec16b
4280,0.6329771294019799,9d2dea573
4343,0.6329776176550161,6ae9d58e0
635,0.6329778966174561,504c22218
2393,0.6329779222345686,f6523474a
2684,0.6329780702080212,8ba7eacbb
2143,0.6329781019560374,2a2832b07
5069,0.6329783211277973,lstm_AE_col15_3
172,0.6329783379447145,4e98771c9
2869,0.6329783773155702,4ddc6b32c
3282,0.6329788164261383,2e762ec53
2313,0.6329792482757108,172a58959
1508,0.6329793947975734,1a6d13c4a
2947,0.632980670973111,773c101b5
2473,0.6329808239939266,cc62f0df8
4014,0.6329808795414505,22b3971f5
2532,0.6329812740275779,54428f346
2460,0.6329813104030119,31a3f920c
2281,0.632982047190277,83ce5d80d
1986,0.6329822180226468,ad57dea17
1431,0.6329823165005692,ed1f680d4
3702,0.6329824725692689,bf6e38e39
254,0.6329832340988094,51c534b54
1136,0.6329833076486225,b440fc661
4495,0.6329839844131648,0895b9597
2201,0.6329840970269699,f357f5ffb
2849,0.6329851089810972,7e473a0c9
184,0.6329853652178477,e059a8594
2854,0.6329858120205414,72e970835
1624,0.6329858271430984,b5a25e7c9
3565,0.6329860805406431,ce999e374
2920,0.6329863192656076,40e17d035
4435,0.6329871529797545,424409985
4850,0.6329871870408263,310e1ede9
3879,0.6329875612243125,befca8b7e
4595,0.6329876912366912,cdc36a26a
3831,0.6329887573339634,6a323434b
4749,0.6329889480017175,a8e607456
375,0.6329889958735695,3aab2691c
796,0.6329891814127969,ce0ee5a89
4535,0.6329894667868383,c5fa49de1
1542,0.632989676910329,482715cbd
3952,0.6329896915957569,440d9ff74
1300,0.6329897414016682,ce1f5b02a
2236,0.6329898377190244,e94c03517
4333,0.6329898575036902,a08d843a2
1585,0.6329904770470556,8cff502b4
3467,0.6329905595742339,d834302b0
4075,0.6329906671546602,8c2fd48f8
5519,0.6329909892548534,lstm_AE_col105_3
3034,0.6329913274833153,f8e5e7447
2324,0.6329919988729499,44c06f79a
4350,0.6329923331651071,b4ff45038
868,0.6329924959741773,dc3b4460b
164,0.632992568339274,7207afb67
2941,0.6329928202552776,f967f827b
5530,0.6329930238238886,lstm_AE_col107_4
2627,0.6329930664887885,2e768f672
535,0.6329932752580318,14fd68c51
2267,0.6329933170422295,1f79c78fc
3653,0.6329938684141196,fd6e11a24
1770,0.6329939440059541,6a44e0c96
4617,0.6329940714399986,c122fd0b9
3761,0.6329941243243963,532740e5d
342,0.6329942762181033,b0c8d785d
2521,0.6329943176962379,504e4b156
2603,0.6329945583357068,ce6b81be1
975,0.6329945809266625,d72f25c1e
4239,0.6329948070594011,9f5a3b3c0
707,0.6329949602318636,9ca9e4916
4415,0.632995293499941,df2388808
413,0.6329953038342447,22f0deffc
1124,0.6329954663918217,cf4a89033
1116,0.6329955697574365,05c276b21
1779,0.6329955745736697,9133963bd
1315,0.6329955934077703,39d765b49
752,0.6329957132274229,56f619761
2497,0.6329957447726617,4af7c76b9
3588,0.6329958067439584,cb5329038
2986,0.6329958425776391,3da6f8d52
2229,0.6329963321707496,e26149c9e
4893,0.6329964366620924,f5723deba
4383,0.632996681040052,6bab7997a
652,0.632996948821401,8d468092c
882,0.6329969991677896,8f993c285
4731,0.6329970688138478,bb9aefe00
2833,0.6329970833437475,eca6cc5fd
2872,0.6329971616237134,fbe583de5
1858,0.6329972500222718,9fe78f046
3250,0.6329975763643405,5cfc625f1
2274,0.6329977424741399,5860d7fa9
2655,0.6329980513613425,f118f693a
5321,0.6329984896113684,lstm_AE_col66_0
1824,0.6329988166078729,ebbd8432c
4285,0.6329989238301511,b93c33953
2104,0.6329990758750119,f9075afaf
1026,0.6329993122189731,b266d28ce
560,0.6329993199198234,8984e4066
251,0.6329995838068064,b9b7f388d
1844,0.6329996457765128,8d13d891d
3302,0.6330000336400232,91ace30bd
3541,0.6330000525472677,a0fe4bb10
815,0.6330000561861694,157d8e6e5
1930,0.6330006111684894,1996a153f
4487,0.633000818055605,2b89a6658
3074,0.6330009148944764,43a1bf3e9
42,0.6330009251601789,ec863cb52
2290,0.6330012941772845,7f174450b
5333,0.6330014876823551,lstm_AE_col68_2
1192,0.6330016910732319,729284778
3597,0.6330019652312722,3f6246360
2980,0.6330020948505266,f2823f2ac
4384,0.6330022699242621,7c1af7bbb
3777,0.6330023331148261,2645d1a55
2029,0.6330025261757439,b3dbb1222
614,0.6330026205121485,052f633c1
3774,0.6330027238369897,1bd1f24bb
3769,0.6330028009238343,b517115d3
434,0.6330028144981533,bef84d3ad
1541,0.6330028441905652,41af7a4d0
3221,0.6330029296437176,bae4f747c
3437,0.6330030527876869,edc919c58
1460,0.633003266805745,ad7140414
4511,0.6330033502706618,7a5460b56
3922,0.6330035612040862,0eebebc7c
2508,0.6330038690869633,4a29bc92b
4671,0.6330039555656466,ff96b95eb
2517,0.6330040936293104,cb72c1f0b
3738,0.6330041650040222,aafb4ec55
4894,0.6330042681631871,7fd35c77a
3184,0.6330042804291549,331fb8455
2371,0.6330044954835772,e9d64c20a
3182,0.6330045416055647,8c564ae48
3807,0.6330045591037353,48373ee1e
2385,0.6330045690545102,a6e843cff
3817,0.633004573638636,54df5e66f
316,0.633004573771722,9c3f5714f
4670,0.6330047929560878,3fa6c395f
3585,0.6330048093886913,b59179d17
3517,0.6330048101143848,f366072e4
2004,0.633004812817979,0aaed8bea
3276,0.6330048142170378,94efcb8df
1143,0.6330048165057626,77d47436d
4754,0.6330048172591927,83dbedc24
4879,0.6330048200831089,259169df2
3832,0.6330048206505063,cf6038b0f
3895,0.6330048221331555,3974799dd
758,0.6330048223562439,812e9b700
3421,0.6330048225973255,467aabbb0
2089,0.6330048254713989,8330ae1db
3506,0.6330048279157066,4c48708d8
75,0.6330048301097562,968b01ca3
3822,0.6330048305468953,5a9a395c7
4158,0.6330048323918464,e49fea26e
1680,0.6330048332091908,249e3ab39
4361,0.6330048338209229,84947363e
4600,0.6330048379791623,af06d341e
473,0.6330048469041853,1d1cafe32
823,0.6330048814148101,0dfd57950
4773,0.6330050355392451,ffec49dae
3249,0.6330050406038871,a77d3eb03
3827,0.6330050412345131,7b58b1340
3192,0.6330050463615255,5eddab316
267,0.6330050469257199,212226b7b
1411,0.6330050525268538,fa9e059a1
725,0.6330050539092344,e9303f524
1181,0.6330050540719493,494294e71
462,0.6330050544207244,f9b482e8b
3889,0.6330050547452728,22a7d1de9
4828,0.6330050553148586,afc08501b
4036,0.6330050563332561,be02583eb
1465,0.6330050589319843,912028f4e
4381,0.6330050594842918,82f194d54
1657,0.6330050602578826,26e2c24e3
4410,0.6330050608610278,0554bac3e
3919,0.6330050625680634,8016c4470
463,0.6330050625680634,e851264a5
2535,0.6330050637698722,5a1183b8c
373,0.6330050666478556,8e48aed7b
4703,0.6330050679105576,30609ee5b
488,0.6330050688402815,87c8931b6
4777,0.6330050697312,1b7ec860b
1449,0.6330050698841673,b27faa35e
2116,0.6330050700786767,bb6f59108
1941,0.6330050705155584,22b3a9853
2166,0.6330050711739734,8be66d97d
268,0.63300507133817,170230a4c
910,0.6330050719976728,50c81fe9f
4026,0.633005072322083,aecbb0f94
4111,0.6330050732041826,47744f333
2704,0.6330050742436539,a22d58a16
4705,0.6330050743724924,b74ef4294
2099,0.6330050745213892,adf9455bf
4941,0.6330050767352823,31e434a58
270,0.6330050767834862,d5858c659
2502,0.6330050769378166,ce724eda8
2731,0.6330050771216331,d59047bd3
1490,0.6330050771216331,c4ed18259
7,0.6330050773552931,6ee66e115
3281,0.6330050784765242,42481ff40
3564,0.6330050785188058,7a5f0ad65
4261,0.6330050789567085,e97fa47e4
4599,0.6330050809373147,b70d43816
3318,0.6330050809448218,346e3d609
1179,0.6330050812897839,a3faa799b
4710,0.6330050819235793,92f32943a
2825,0.6330050824059366,0e72651fe
2092,0.6330050835000176,b86161bff
2580,0.6330050843265678,4a6fc719e
3710,0.6330050852652768,cd180af53
3333,0.6330050855024753,ea3f3029c
3729,0.6330050872776163,d0d80d487
1588,0.6330050894863859,252d12778
662,0.633005090750646,cc02b385f
2931,0.6330052832170631,0b2e88d2d
1074,0.633005289129204,50722cac3
4899,0.6330052892710577,de471ea65
3114,0.6330052936965285,1583363d5
789,0.6330052979082996,9aa14041f
4470,0.6330052983898999,7cd18fa5c
2397,0.6330052993396855,99ce7894e
2178,0.633005300892677,0fbbb0d6b
1381,0.6330053014087035,7ae1bfc99
871,0.6330053015764621,a0fc89621
2402,0.6330053039719743,6078280eb
284,0.6330053049377468,87ba106d3
601,0.6330053050879964,b062e1a6f
520,0.6330053054093912,279f03bdc
3239,0.633005306292901,a2302eb5c
4745,0.6330053078622796,d30bbe129
1926,0.633005308061975,602fd33eb
1771,0.6330053082760281,f1ac784e3
2687,0.6330053085709366,e679b8085
2066,0.6330053110122527,853f29325
2970,0.6330053129119102,70f29fefd
3504,0.6330053129702118,5cf6f9d23
3073,0.6330053137098226,1b41a7ee2
3356,0.6330053137381957,42002d9a1
24,0.6330053138048364,c88d108c9
219,0.633005314076085,94e87cc26
3038,0.6330053142347033,a8b66bc96
679,0.6330053142347033,1d0affea2
4017,0.6330053142494905,c3b8e67d9
3584,0.6330053147959528,b335915da
1537,0.6330053154088032,b4da814b8
2824,0.6330053156613786,ef548a810
3961,0.6330053160042772,307ab31b9
3234,0.6330053163229534,aef2f0a59
1232,0.6330053172839527,66f57f2e5
3577,0.6330053179327211,b914cfbb4
2707,0.6330053180445416,ae7d89da3
3468,0.6330053188622624,46e10e042
304,0.6330053194881209,cdf5a5db0
3005,0.63300532003247,1b41fe545
418,0.633005320370301,995a96a47
1217,0.6330053209870834,11b0ebe2a
176,0.6330053213282768,851697562
1409,0.6330053218692585,736e55e5f
1521,0.6330053219353776,37a382722
4226,0.6330053224369221,ecc439976
3646,0.6330053226460627,892a4779b
4457,0.6330053227520857,4e2abc4ad
3447,0.6330053238825322,23fb9b02c
1560,0.6330053245042331,04ef53271
3261,0.6330053246265205,767b6d272
773,0.6330053247381506,548c02798
4975,0.6330053247696077,2a1f6c7f9
2258,0.6330053252521891,493eeb973
4848,0.6330053257472308,78f45daba
1984,0.6330053258328417,6c9ae21e2
2843,0.6330053259472701,a7bc83f57
468,0.6330053261303695,5d60b9ba7
3464,0.6330053261603691,912836770
2845,0.6330053261603691,a765da8bc
3432,0.6330053264463071,eb058a6c1
2346,0.6330053267349859,daf731030
1721,0.6330053269113756,306794b9b
1809,0.6330053269802316,9ad63e274
762,0.6330053270602012,739b1f317
1523,0.6330053278731372,f1f6d2370
1113,0.6330053279169816,4fcacc0d8
112,0.6330053280236724,f3e544d66
1175,0.6330053289407511,7033c6f09
3715,0.6330053294505765,1c4157dfd
1262,0.6330053294609711,f06ce77ec
2611,0.6330053295086341,3b21010bb
55,0.633005331416022,c87722678
1484,0.6330053315637574,e9a1cb188
1009,0.6330053321685005,5c613c9de
4072,0.6330053328214382,53948b2f5
1144,0.6330053329708195,d70d8a779
604,0.6330053333318699,26e4ae773
4181,0.6330053334173877,5bef82898
2643,0.6330053337992163,30d63d3e4
835,0.6330053339577218,b76dbbf35
3001,0.6330053345237634,5cab25704
3154,0.6330053348110585,949ef0753
1737,0.6330053351202217,a3aaa5247
2405,0.6330053353183139,9a8252844
3945,0.6330053357962915,5522157d7
895,0.6330053358215028,08a6181d8
3045,0.6330053367289381,fbc6c2b78
1201,0.6330053369366102,294bf4161
805,0.6330053369445429,0a1cce57e
4946,0.6330053383678461,a380d5301
4619,0.6330053384450831,e7eac13e0
1283,0.6330053393943069,8643f2a4a
1018,0.6330053435423706,f49c1d119
527,0.6330053436370121,b07303fc6
3453,0.6330055326468663,39bd57a35
2818,0.6330055339610701,81545f1e1
3196,0.6330055399163741,180f8ed6e
1128,0.6330055429691895,b2a22ec15
3084,0.6330055492013966,eb4b6b12b
1429,0.6330055496058655,ffca57b7b
1900,0.6330055514725847,7f71851ae
12,0.6330055519534675,8d6c2a0b2
3428,0.6330055522124858,371ff7a11
3679,0.6330055523131012,a8350fa96
4739,0.6330055526390335,869a169f9
4972,0.6330055526390335,5ca0b9b0c
1256,0.6330055528982536,36ba6bac3
3975,0.6330055529225567,d4087a281
1716,0.6330055534453567,2d2114d9b
3757,0.6330055536355041,cbcda9276
1340,0.6330055544562513,b97f08b24
4559,0.6330055547704679,a246962f5
4521,0.6330055559737668,faedddd5c
4377,0.6330055563388216,6a275e7ec
1047,0.6330055566617716,1b48a4b5b
1235,0.6330055570034653,08da2f555
3331,0.6330055578687124,21b0cdc34
4644,0.6330055584341246,b8f039d1c
2481,0.6330055585587255,ed22a0422
3898,0.6330055587602519,818fce796
3698,0.6330055591576229,bc8aebe8c
3920,0.6330055593225072,36af55ef1
2238,0.633005560762936,d15a325c1
596,0.6330055612267537,bd009fcb0
3864,0.6330055614096438,3cf3fdec4
3812,0.6330055615323067,224a28832
4190,0.6330055615323067,3a743de4d
110,0.6330055615497052,c377b9acf
3496,0.6330055619296531,7f9e0d947
1457,0.6330055624823159,6ae3c4017
2506,0.6330055625073739,c0c2f5403
2619,0.6330055628755997,dcf8a669f
3962,0.6330055631517437,148f36817
4776,0.6330055633630259,ffa45bf70
287,0.6330055634789973,29714c47d
3237,0.6330055637580524,0e141a57c
16,0.6330055644834779,96f83a237
1725,0.633005564976432,a5b602fc0
1629,0.6330055651204728,9f57a28e7
1997,0.6330055656112631,24303647f
3752,0.6330055659036258,74bfc4e88
4473,0.63300556609963,a7e708ce5
1993,0.6330055662746528,e9770863c
1507,0.6330055662985921,155912a6b
3549,0.6330055672988848,b0dedf365
2570,0.6330055676573925,7630a0fd2
4588,0.6330055677932575,32138f717
1002,0.6330055681584189,678e2d1dd
1250,0.6330055682571787,884ec1cca
4219,0.6330055689511536,81f4bc3d8
330,0.6330055692508425,f5f97a9e8
1459,0.6330055694306422,59900ceb2
100,0.6330055698317743,c5b30277a
1329,0.6330055698550154,073914c77
198,0.6330055698773633,1fb62e0dc
2878,0.6330055700421351,b1645d357
4396,0.6330055705565427,1c1761fa1
1767,0.6330055710567895,f902239b9
3901,0.6330055712690332,f7f2e3896
3231,0.6330055716522246,78b2cf944
3201,0.6330055717223646,18976b9f5
1736,0.6330055717441908,db45da8ac
2838,0.6330055718376338,286bdeb79
4289,0.6330055719724526,d9f2406e6
2765,0.6330055720425971,b89f520ad
1969,0.6330055721430996,eb2a78609
734,0.6330055722845404,b66bf9d44
612,0.633005572326067,9ddd6d137
4711,0.6330055723980631,73eeb092f
3208,0.6330055723997591,b72e8547e
182,0.6330055725107977,ddd416fe0
4677,0.6330055728033984,de5e5b296
3160,0.6330055729911138,62b08f1b7
3286,0.6330055731873058,cb22f8a26
2787,0.6330055732445611,3fdef7fe4
4839,0.6330055733180773,15e8d7f53
3371,0.6330055736616654,184166328
4663,0.6330055737512681,70d96c477
3446,0.6330055744069999,885cde177
4979,0.6330055744574066,d45fd5508
846,0.6330055745853939,eaa0a68c4
2440,0.6330055747646861,fed5f4046
2436,0.6330055749285047,1c6e8a5c1
3758,0.6330055753079734,5bf03599f
1380,0.6330055755290014,92fd74409
1168,0.6330055757354771,495fe6539
3146,0.6330055770936492,af31d98a6
3425,0.6330055771313231,d233c64b4
4543,0.6330055779529083,c5e748f6a
2638,0.6330055780739636,9450dfed2
4186,0.6330055782373096,6240a7bd9
1613,0.6330055783428039,a6f9bb77e
1631,0.6330055784085097,983f4e3dc
2096,0.6330055784306319,273fa781d
2406,0.6330055784378241,32a20781a
591,0.6330055784478894,b638b4fce
623,0.6330055786900516,009990be1
4801,0.6330055790623748,6249d8488
227,0.6330055792873053,1e6040658
745,0.6330055800112645,be3b11d9b
2280,0.6330055800747604,be48c4ba8
1979,0.6330055802989932,904907a8f
3,0.6330055803175169,a8cb14b00
4642,0.6330055809876878,5d52b2d2b
3636,0.6330055811711517,b3bfbc1fa
969,0.6330055816388547,c90e8490c
2216,0.633005581770837,8dc18e7e1
2924,0.6330055819118154,7469da4e7
25,0.6330055819882677,ff7b471cd
1811,0.6330055823175926,fd8f9d6d1
3355,0.6330055825809859,e744cd6c0
1690,0.6330055833042401,87e9b19f9
2105,0.6330055836670189,40c62adfc
1371,0.6330055837981794,d9d7227a4
915,0.6330055841262019,cfa552462
3537,0.6330055843063433,78b3125cf
3358,0.6330055845248225,c089837ee
1677,0.6330055851733335,940c3b22f
2798,0.6330055856364458,581515692
1140,0.6330055860738967,2223c664d
149,0.6330055868493938,19a4e3e16
4189,0.6330055872009934,f0bdb14ad
4292,0.6330055873259153,11d9e8383
903,0.6330055874637344,b94360a3b
2425,0.6330055876487249,ea397d576
1768,0.6330055885374289,ea72c62a1
3874,0.6330055894844521,4e26bc1ff
1991,0.6330055896420524,8646c43a7
412,0.6330055898346354,aee922a7b
264,0.6330055899161345,5a53ebb69
1793,0.6330055902266205,4a3c29696
145,0.6330055919275255,e7620cba2
3055,0.6330055921895367,a05794fa5
4141,0.633005592884799,89347f75a
4169,0.6330055935941623,80a9ccc6f
3734,0.633005596895311,04fe69e6a
163,0.633005675400484,26b260c2b
2615,0.6330056963539901,8579b0968
3097,0.633005779852841,dba14a5d4
893,0.6330057811149119,1e4464cd6
4965,0.6330057843739164,9f2471031
4732,0.6330057916079704,556331be8
2222,0.6330057959426303,a7c7af91e
4970,0.6330057971847161,8f55955dc
223,0.6330057972657901,fcab1682f
1687,0.6330058032677797,474a2c5a2
4631,0.6330058034906958,73a8a4d75
958,0.6330058051689694,7c28990d7
4586,0.6330058058729288,f7d9dadeb
3984,0.6330058076104745,d00c96876
2879,0.6330058076361914,903f6fed0
2667,0.6330058078598947,9030c5bb2
896,0.6330058084355845,2c338b4d6
4056,0.6330058090464634,fd7c50a10
993,0.6330058112879511,fc0e5130b
1744,0.6330058113803171,3027b873d
1413,0.6330058113960015,eea23ab04
3985,0.633005811741002,1b01ba505
1161,0.6330058121822878,a86294f8b
2761,0.6330058122642643,322c7de2c
537,0.6330058124694773,a47434e94
4904,0.6330058129504464,f1ab19e7a
3224,0.6330058130042147,06d24b818
2194,0.6330058130273534,6f0b52796
1230,0.6330058133779597,a1868e9ec
1778,0.6330058134990648,fe326ffa1
2006,0.6330058135528088,5a5168624
2013,0.633005813674177,f00a70ef6
266,0.6330058141903012,c224ec4d9
245,0.6330058145014645,3ccc39318
3554,0.6330058154953121,d7c59a989
1871,0.6330058157888228,940151347
2110,0.6330058158160717,af6ee4862
1785,0.6330058164955494,aabb9253a
3605,0.6330058167394301,4a3da18d3
3547,0.6330058168991817,23691e180
2416,0.6330058169350055,f0bb6139d
1955,0.6330058170671535,06283f348
3031,0.6330058173715782,7a34c9e13
4085,0.6330058176795975,04e7a8426
4142,0.6330058179360787,839c9da76
3778,0.6330058180203323,0bde2a22d
1961,0.6330058180452532,4f51be24e
4544,0.6330058181857793,072452760
211,0.6330058184991559,018d6afbb
282,0.6330058187074354,a61dfaaa3
3868,0.633005818766369,69cab7184
3531,0.6330058190225687,b7ce8464e
457,0.6330058191686598,a0129f413
4420,0.6330058193563288,5f5aef723
2680,0.6330058195144895,e093f6639
343,0.6330058197719239,b09a8c37b
2644,0.6330058198679247,e9e212c6c
1053,0.6330058201829258,85d409e21
3305,0.6330058201933952,b640ef3d3
4227,0.6330058202413413,782ef399c
3277,0.6330058202413413,07cfb1624
3639,0.6330058203741369,1cb237c61
2228,0.6330058206000326,9f2619218
1833,0.6330058206127447,2386ddecc
4320,0.6330058207898939,daa3126d6
4278,0.6330058211879572,2a3ac7716
4351,0.6330058213760172,dbb9a63fa
410,0.6330058214238671,64834659b
797,0.6330058215030334,1ce5f7bde
1278,0.6330058215168173,22b3e64c8
4161,0.6330058215168173,16c5d9c01
3089,0.6330058217746364,07b31de85
450,0.6330058219545677,859993c8b
1544,0.6330058222150855,49a10e089
3538,0.6330058230276091,7b8ac394f
4266,0.6330058230955177,d7db08081
4604,0.6330058231313869,e1ccfad87
1226,0.6330058234460526,a59d32627
4094,0.6330058234511167,a8c7f5c13
333,0.6330058234511167,bacadce94
3346,0.6330058234860134,adf03173b
3050,0.6330058236180166,2e5ccb523
3493,0.633005824547609,8dbd95b8d
4184,0.6330058245905128,47c197766
3280,0.633005824694739,1413972fe
4406,0.6330058248031429,e79476d44
2257,0.6330058253111074,ce3c09a74
1655,0.633005825670624,51cab733f
3256,0.6330058257991141,20e2c484e
4162,0.6330058260428257,5e5189189
69,0.6330058261756529,964335fdf
2709,0.6330058266859967,d60ddde1b
940,0.6330058266859967,34ceb0081
15,0.6330058268440455,cff75dd09
3450,0.6330058271909242,65ee014d6
1166,0.6330058271937632,d28549f40
3393,0.6330058272426597,127972c6a
1735,0.6330058272426597,28b21c1d2
771,0.6330058277269995,62e587225
2586,0.6330058279135035,572f63ba5
657,0.6330058280679005,4cbc12381
195,0.6330058281250298,6fec5a793
1800,0.6330058281373276,6e00fdaad
1435,0.6330058281495456,88204c8b7
4037,0.6330058288056792,c33a4095a
4769,0.6330058288409013,9db026fcf
3609,0.6330058289085683,6fff36435
3844,0.6330058290002109,025cbf6b1
4682,0.6330058292328691,40f1d0084
4665,0.6330058293081087,077c3511c
4342,0.6330058293722114,638d0b2e0
2022,0.6330058296799818,33f6d3f51
609,0.6330058297009926,7af2b8f44
4374,0.6330058303735434,1548e95ae
1383,0.6330058307073124,8909b68e1
3087,0.6330058307269548,3313dae3c
4011,0.6330058310124393,57caa8dd6
2306,0.6330058311013365,d26b63cf2
1536,0.6330058311201051,76e9423c3
2086,0.6330058312599811,924357043
674,0.6330058315371816,95837bbfb
3159,0.6330058318989481,982210169
3802,0.6330058321421127,95d28e092
3298,0.6330058322214418,95f5f514d
3322,0.6330058324624968,007d71f12
2340,0.6330058324993401,398cdc105
3168,0.6330058325032134,599096d8a
3171,0.6330058326872054,73984d29a
4822,0.6330058328452541,a72fcabd8
3851,0.633005832987676,52f946988
4721,0.6330058330251792,44dad5d70
484,0.6330058330382039,c8f02f3e4
1922,0.6330058331867845,35d9497eb
1099,0.6330058332572008,10ad80117
1408,0.6330058333892329,f95a762b0
4783,0.6330058334750287,2c97120d8
3806,0.6330058337055604,eecf06d47
4709,0.6330058339830736,4adae02ea
4656,0.6330058341605904,b4cd81ecd
2564,0.6330058343074381,540208409
3567,0.6330058344448468,556fb6bc0
3608,0.6330058345358067,5a99d7f30
169,0.6330058352209895,8b6ae05dc
1733,0.6330058352551632,a74f5bb0f
4259,0.633005835330417,6d9ed0315
4951,0.633005835430573,969caa87a
1176,0.6330058359134719,4033373c9
2813,0.6330058364086264,58a1cb6eb
1533,0.6330058367063169,dacebaeaf
1945,0.6330058368754251,e33cc4561
2288,0.6330058369826808,52c9acf0d
150,0.6330058372195277,e975d3be7
3862,0.6330058372880781,a1e723a79
4914,0.6330058375271851,103b8a033
4081,0.6330058383615071,df8466d2a
2948,0.6330058383891275,bfe5872ea
4798,0.6330058385296773,b6946d764
175,0.6330058385942743,13bc4dacc
4270,0.633005838914668,b8255c039
1825,0.6330058389736313,1d1759169
1817,0.6330058391558457,03b8b1f2d
4878,0.6330058396545966,41d1e5f8f
2847,0.6330058413365235,c60453293
4895,0.6330058413682752,9d9e518a3
