9d5c7cb94,197cb48af,ea4887e6b,e1d0e11b5,ac30af84a,ba4ceabc5,d4c1de0e2,9c42bff81,cf488d633,6d2ece683,0e1f6696a,c8fdf5cbf,f14b57b8f,3a62b36bd,64534cc93,e4159c59e,aeff360c7,429687d5a,c671db79e,d79736965,2570e2ba9,415094079,ddea5dc65,e43343256,578eda8e0,f9847e9fe,097c7841e,018ab6a80,95aea9233,7121c40ee,578b81a77,96b6bd42b,6192f193d,ba136ae3f,44cb9b7c4,8479174c2,64dd02e44,4ecc3f505,acc4a8e68,994b946ad
0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,900000.0,86666.66,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,900000.0,0.0,200000.0,86666.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,86666.66,0.0,900000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9880000.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,900000.0,86666.66,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9880000.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,38000.0,86666.66,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2411250.0,0.0,9880000.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,0.0,900000.0,86666.66,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2411250.0,0.0,9880000.0,0.0,0.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,0.0,900000.0,86666.66,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602000.0,0.0,2411250.0,0.0,9880000.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,900000.0,86666.66,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552000.0,602000.0,0.0,2411250.0,0.0,9880000.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,900000.0,86666.66,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,552000.0,602000.0,0.0,2411250.0,0.0,9880000.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,900000.0,86666.66,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,552000.0,602000.0,0.0,2411250.0,0.0,0.0,0.0,9880000.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,900000.0,86666.66,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,552000.0,602000.0,0.0,2411250.0,9880000.0,0.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,900000.0,86666.66,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,552000.0,602000.0,0.0,0.0,9880000.0,2411250.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,900000.0,86666.66,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,552000.0,602000.0,2411250.0,0.0,0.0,9880000.0,0.0,0.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,900000.0,86666.66,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,552000.0,0.0,2411250.0,602000.0,0.0,9880000.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,900000.0,86666.66,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,602000.0,0.0,552000.0,2411250.0,0.0,9880000.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,900000.0,86666.66,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,552000.0,602000.0,0.0,0.0,2411250.0,0.0,9880000.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,900000.0,86666.66,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552000.0,602000.0,0.0,2411250.0,9880000.0,0.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,900000.0,86666.66,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552000.0,602000.0,0.0,0.0,9880000.0,2411250.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,900000.0,0.0,200000.0,86666.66,0.0,0.0,0.0,0.0,0.0
0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552000.0,602000.0,2411250.0,0.0,0.0,9880000.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,86666.66,0.0,900000.0,200000.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552000.0,0.0,2411250.0,602000.0,0.0,9880000.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,900000.0,86666.66,0.0,0.0,200000.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602000.0,0.0,552000.0,2411250.0,0.0,9880000.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,38000.0,86666.66,0.0,200000.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552000.0,602000.0,0.0,0.0,2411250.0,0.0,9880000.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,0.0,900000.0,86666.66,0.0,200000.0,0.0
